# hostname;interval;timestamp;CPU;%user;%nice;%system;%iowait;%steal;%idle
4fbe986;1;2022-04-01 12:47:48 UTC;-1;0.38;0.00;0.51;0.00;0.00;99.11
4fbe986;1;2022-04-01 12:47:49 UTC;-1;0.38;0.00;0.51;0.00;0.00;99.11
4fbe986;1;2022-04-01 12:47:50 UTC;-1;0.63;0.00;1.13;0.00;0.00;98.24
4fbe986;1;2022-04-01 12:47:51 UTC;-1;0.88;0.00;3.14;0.00;0.00;95.98
4fbe986;1;2022-04-01 12:47:52 UTC;-1;0.88;0.00;4.78;0.00;0.00;94.34
4fbe986;1;2022-04-01 12:47:53 UTC;-1;1.61;0.00;4.96;0.00;0.00;93.43
4fbe986;1;2022-04-01 12:47:54 UTC;-1;1.48;0.00;6.04;0.00;0.00;92.48
4fbe986;1;2022-04-01 12:47:55 UTC;-1;1.00;0.00;4.02;0.00;0.00;94.98
4fbe986;1;2022-04-01 12:47:56 UTC;-1;4.24;0.00;4.86;0.00;0.00;90.90
4fbe986;1;2022-04-01 12:47:57 UTC;-1;0.62;0.00;3.50;0.00;0.00;95.88
4fbe986;1;2022-04-01 12:47:58 UTC;-1;0.87;0.00;3.86;0.00;0.00;95.27
4fbe986;1;2022-04-01 12:47:59 UTC;-1;0.87;0.00;3.97;0.00;0.00;95.16
4fbe986;1;2022-04-01 12:48:00 UTC;-1;0.87;0.00;3.49;0.00;0.00;95.64
4fbe986;1;2022-04-01 12:48:01 UTC;-1;0.38;0.00;1.62;0.00;0.00;98.00
4fbe986;1;2022-04-01 12:48:02 UTC;-1;2.00;0.00;1.00;0.00;0.00;97.00
4fbe986;1;2022-04-01 12:48:03 UTC;-1;0.62;0.00;1.62;0.00;0.00;97.75
4fbe986;1;2022-04-01 12:48:04 UTC;-1;1.12;0.00;1.75;0.00;0.00;97.12
4fbe986;1;2022-04-01 12:48:05 UTC;-1;0.38;0.00;1.75;0.00;0.00;97.87
4fbe986;1;2022-04-01 12:48:06 UTC;-1;0.62;0.00;1.87;0.00;0.00;97.51
4fbe986;1;2022-04-01 12:48:07 UTC;-1;0.50;0.00;1.75;0.00;0.00;97.75
4fbe986;1;2022-04-01 12:48:08 UTC;-1;0.62;0.00;2.87;0.00;0.00;96.51
4fbe986;1;2022-04-01 12:48:09 UTC;-1;1.13;0.00;5.51;0.00;0.00;93.36
4fbe986;1;2022-04-01 12:48:10 UTC;-1;1.38;0.00;5.50;0.00;0.00;93.12
4fbe986;1;2022-04-01 12:48:11 UTC;-1;1.24;0.00;5.57;0.00;0.00;93.19
4fbe986;1;2022-04-01 12:48:12 UTC;-1;1.24;0.00;5.35;0.00;0.00;93.41
4fbe986;1;2022-04-01 12:48:13 UTC;-1;0.75;0.00;4.01;0.00;0.00;95.24
4fbe986;1;2022-04-01 12:48:14 UTC;-1;1.00;0.00;4.01;0.00;0.00;94.99
4fbe986;1;2022-04-01 12:48:15 UTC;-1;0.75;0.00;3.50;0.00;0.00;95.74
4fbe986;1;2022-04-01 12:48:16 UTC;-1;0.88;0.00;3.14;0.13;0.00;95.85
4fbe986;1;2022-04-01 12:48:17 UTC;-1;4.86;0.00;7.22;0.25;0.00;87.67
4fbe986;1;2022-04-01 12:48:18 UTC;-1;0.88;0.00;2.88;0.00;0.00;96.25
4fbe986;1;2022-04-01 12:48:19 UTC;-1;0.38;0.00;0.38;0.00;0.00;99.25
4fbe986;1;2022-04-01 12:48:20 UTC;-1;2.13;0.00;1.38;0.00;0.00;96.50
4fbe986;1;2022-04-01 12:48:21 UTC;-1;0.50;0.00;1.26;0.00;0.00;98.24
4fbe986;1;2022-04-01 12:48:22 UTC;-1;0.63;0.00;1.26;0.00;0.00;98.12
4fbe986;1;2022-04-01 12:48:23 UTC;-1;0.50;0.00;1.38;0.00;0.00;98.12
4fbe986;1;2022-04-01 12:48:24 UTC;-1;0.88;0.00;1.88;0.00;0.00;97.24
4fbe986;1;2022-04-01 12:48:25 UTC;-1;0.38;0.00;1.26;0.00;0.00;98.36
4fbe986;1;2022-04-01 12:48:26 UTC;-1;0.76;0.00;4.04;0.00;0.00;95.21
4fbe986;1;2022-04-01 12:48:27 UTC;-1;1.15;0.00;3.94;0.00;0.00;94.91
4fbe986;1;2022-04-01 12:48:28 UTC;-1;0.88;0.00;4.42;0.00;0.00;94.69
4fbe986;1;2022-04-01 12:48:29 UTC;-1;1.27;0.00;3.92;0.00;0.00;94.81
4fbe986;1;2022-04-01 12:48:30 UTC;-1;1.02;0.00;3.30;0.00;0.00;95.69
4fbe986;1;2022-04-01 12:48:31 UTC;-1;0.76;0.00;3.03;0.00;0.00;96.21
4fbe986;1;2022-04-01 12:48:32 UTC;-1;0.51;0.00;2.91;0.00;0.00;96.59
4fbe986;1;2022-04-01 12:48:33 UTC;-1;0.63;0.00;2.91;0.00;0.00;96.46
4fbe986;1;2022-04-01 12:48:34 UTC;-1;1.00;0.00;4.27;0.00;0.00;94.73
4fbe986;1;2022-04-01 12:48:35 UTC;-1;0.87;0.00;3.62;0.00;0.00;95.51
4fbe986;1;2022-04-01 12:48:36 UTC;-1;2.01;0.00;1.26;0.00;0.00;96.73
4fbe986;1;2022-04-01 12:48:37 UTC;-1;5.15;0.00;2.26;1.26;0.00;91.33
4fbe986;1;2022-04-01 12:48:38 UTC;-1;0.75;0.00;1.26;0.00;0.00;97.99
4fbe986;1;2022-04-01 12:48:39 UTC;-1;0.50;0.00;1.13;0.00;0.00;98.36
4fbe986;1;2022-04-01 12:48:40 UTC;-1;0.88;0.00;3.02;0.00;0.00;96.11
4fbe986;1;2022-04-01 12:48:41 UTC;-1;1.00;0.00;4.39;0.00;0.00;94.61
4fbe986;1;2022-04-01 12:48:42 UTC;-1;1.00;0.00;4.39;0.00;0.00;94.61
4fbe986;1;2022-04-01 12:48:43 UTC;-1;0.76;0.00;2.53;0.00;0.00;96.71
4fbe986;1;2022-04-01 12:48:44 UTC;-1;1.16;0.00;3.48;0.00;0.00;95.36
4fbe986;1;2022-04-01 12:48:45 UTC;-1;0.38;0.00;1.27;0.00;0.00;98.35
4fbe986;1;2022-04-01 12:48:46 UTC;-1;0.38;0.00;1.65;0.00;0.00;97.97
4fbe986;1;2022-04-01 12:48:47 UTC;-1;4.20;0.00;3.69;0.00;0.00;92.10
4fbe986;1;2022-04-01 12:48:48 UTC;-1;0.91;0.00;0.39;0.00;0.00;98.70
4fbe986;1;2022-04-01 12:48:49 UTC;-1;0.65;0.00;0.65;0.00;0.00;98.70
4fbe986;1;2022-04-01 12:48:50 UTC;-1;0.52;0.00;0.39;0.00;0.00;99.09
4fbe986;1;2022-04-01 12:48:51 UTC;-1;0.65;0.00;0.39;0.00;0.00;98.96
4fbe986;1;2022-04-01 12:48:52 UTC;-1;0.26;0.00;0.39;0.00;0.00;99.35
4fbe986;1;2022-04-01 12:48:53 UTC;-1;0.64;0.00;0.38;0.00;0.00;98.97
4fbe986;1;2022-04-01 12:48:54 UTC;-1;1.12;0.00;1.00;0.00;0.00;97.88
4fbe986;1;2022-04-01 12:48:55 UTC;-1;1.88;0.00;1.00;0.00;0.00;97.12
4fbe986;1;2022-04-01 12:48:56 UTC;-1;1.38;0.00;5.88;0.00;0.00;92.74
4fbe986;1;2022-04-01 12:48:57 UTC;-1;0.62;0.00;2.00;0.00;0.00;97.38
4fbe986;1;2022-04-01 12:48:58 UTC;-1;0.63;0.00;1.51;0.00;0.00;97.86
4fbe986;1;2022-04-01 12:48:59 UTC;-1;0.75;0.00;1.75;0.00;0.00;97.50
4fbe986;1;2022-04-01 12:49:00 UTC;-1;1.02;0.00;5.71;0.00;0.00;93.27
4fbe986;1;2022-04-01 12:49:01 UTC;-1;1.14;0.00;1.65;0.00;0.00;97.21
4fbe986;1;2022-04-01 12:49:02 UTC;-1;0.76;0.00;1.40;0.00;0.00;97.83
4fbe986;1;2022-04-01 12:49:03 UTC;-1;0.51;0.00;1.79;0.00;0.00;97.70
4fbe986;1;2022-04-01 12:49:04 UTC;-1;0.89;0.00;2.04;0.00;0.00;97.07
4fbe986;1;2022-04-01 12:49:05 UTC;-1;0.64;0.00;2.04;0.00;0.00;97.32
4fbe986;1;2022-04-01 12:49:06 UTC;-1;0.51;0.00;0.26;0.00;0.00;99.23
4fbe986;1;2022-04-01 12:49:07 UTC;-1;0.25;0.00;0.13;0.00;0.00;99.62
4fbe986;1;2022-04-01 12:49:08 UTC;-1;0.38;0.00;0.25;0.13;0.00;99.24
4fbe986;1;2022-04-01 12:49:09 UTC;-1;0.51;0.00;0.25;0.00;0.00;99.24
4fbe986;1;2022-04-01 12:49:10 UTC;-1;0.50;0.00;0.50;0.00;0.00;98.99
4fbe986;1;2022-04-01 12:49:11 UTC;-1;0.50;0.00;0.38;0.00;0.00;99.12
4fbe986;1;2022-04-01 12:49:12 UTC;-1;2.00;0.00;0.75;0.00;0.00;97.25
4fbe986;1;2022-04-01 12:49:13 UTC;-1;0.87;0.00;2.11;0.12;0.00;96.90
4fbe986;1;2022-04-01 12:49:14 UTC;-1;1.13;0.00;2.88;0.00;0.00;95.99
4fbe986;1;2022-04-01 12:49:15 UTC;-1;1.73;0.00;3.58;0.00;0.00;94.69
4fbe986;1;2022-04-01 12:49:16 UTC;-1;0.98;0.00;4.05;0.00;0.00;94.97
4fbe986;1;2022-04-01 12:49:17 UTC;-1;4.07;0.00;4.32;0.00;0.00;91.60
4fbe986;1;2022-04-01 12:49:18 UTC;-1;1.94;0.00;8.97;0.00;0.00;89.09
4fbe986;1;2022-04-01 12:49:19 UTC;-1;2.81;0.00;10.02;0.00;0.00;87.16
4fbe986;1;2022-04-01 12:49:20 UTC;-1;2.46;0.00;9.34;0.00;0.00;88.21
4fbe986;1;2022-04-01 12:49:21 UTC;-1;2.48;0.00;8.66;0.00;0.00;88.86
4fbe986;1;2022-04-01 12:49:22 UTC;-1;1.98;0.00;9.51;0.12;0.00;88.40
4fbe986;1;2022-04-01 12:49:23 UTC;-1;1.72;0.00;5.54;0.00;0.00;92.73
4fbe986;1;2022-04-01 12:49:24 UTC;-1;2.31;0.00;9.48;0.00;0.00;88.21
4fbe986;1;2022-04-01 12:49:25 UTC;-1;2.29;0.00;9.53;0.00;0.00;88.18
4fbe986;1;2022-04-01 12:49:26 UTC;-1;2.53;0.00;9.76;0.00;0.00;87.71
4fbe986;1;2022-04-01 12:49:27 UTC;-1;2.27;0.00;9.69;0.00;0.00;88.04
4fbe986;1;2022-04-01 12:49:28 UTC;-1;1.03;0.00;0.51;0.00;0.00;98.46
4fbe986;1;2022-04-01 12:49:29 UTC;-1;1.75;0.00;0.62;0.00;0.00;97.63
4fbe986;1;2022-04-01 12:49:30 UTC;-1;0.38;0.00;0.38;0.00;0.00;99.25
4fbe986;1;2022-04-01 12:49:31 UTC;-1;0.39;0.00;0.39;0.00;0.00;99.23
4fbe986;1;2022-04-01 12:49:32 UTC;-1;0.77;0.00;0.38;0.00;0.00;98.85
4fbe986;1;2022-04-01 12:49:33 UTC;-1;0.38;0.00;0.50;0.00;0.00;99.12
4fbe986;1;2022-04-01 12:49:34 UTC;-1;0.51;0.00;0.64;0.00;0.00;98.85
4fbe986;1;2022-04-01 12:49:35 UTC;-1;0.13;0.00;0.25;0.00;0.00;99.62
4fbe986;1;2022-04-01 12:49:36 UTC;-1;0.39;0.00;0.26;0.00;0.00;99.36
4fbe986;1;2022-04-01 12:49:37 UTC;-1;0.13;0.00;0.26;0.00;0.00;99.61
4fbe986;1;2022-04-01 12:49:38 UTC;-1;0.13;0.00;0.13;0.00;0.00;99.74
4fbe986;1;2022-04-01 12:49:39 UTC;-1;0.39;0.00;0.64;0.00;0.00;98.97
4fbe986;1;2022-04-01 12:49:40 UTC;-1;0.39;0.00;0.13;0.00;0.00;99.49
4fbe986;1;2022-04-01 12:49:41 UTC;-1;0.38;0.00;0.51;0.00;0.00;99.11
4fbe986;1;2022-04-01 12:49:42 UTC;-1;0.51;0.00;0.51;0.00;0.00;98.98
4fbe986;1;2022-04-01 12:49:43 UTC;-1;0.38;0.00;0.26;0.13;0.00;99.23
4fbe986;1;2022-04-01 12:49:44 UTC;-1;0.76;0.00;0.89;0.00;0.00;98.35
4fbe986;1;2022-04-01 12:49:45 UTC;-1;0.51;0.00;0.51;0.00;0.00;98.98
4fbe986;1;2022-04-01 12:49:46 UTC;-1;2.52;0.00;0.76;0.00;0.00;96.73
4fbe986;1;2022-04-01 12:49:47 UTC;-1;3.62;0.00;1.62;0.00;0.00;94.76
4fbe986;1;2022-04-01 12:49:48 UTC;-1;0.87;0.00;2.35;0.00;0.00;96.79
4fbe986;1;2022-04-01 12:49:49 UTC;-1;1.58;0.00;5.95;0.00;0.00;92.47
4fbe986;1;2022-04-01 12:49:50 UTC;-1;2.14;0.00;7.25;0.00;0.00;90.61
4fbe986;1;2022-04-01 12:49:51 UTC;-1;2.00;0.00;8.92;0.00;0.00;89.08
4fbe986;1;2022-04-01 12:49:52 UTC;-1;2.11;0.00;9.24;0.00;0.00;88.65
4fbe986;1;2022-04-01 12:49:53 UTC;-1;0.64;0.00;1.15;0.00;0.00;98.21
4fbe986;1;2022-04-01 12:49:54 UTC;-1;0.52;0.00;0.39;0.00;0.00;99.10
4fbe986;1;2022-04-01 12:49:55 UTC;-1;0.39;0.00;0.39;0.00;0.00;99.22
4fbe986;1;2022-04-01 12:49:56 UTC;-1;0.51;0.00;0.90;0.00;0.00;98.59
4fbe986;1;2022-04-01 12:49:57 UTC;-1;0.00;0.00;0.52;0.00;0.00;99.48
4fbe986;1;2022-04-01 12:49:58 UTC;-1;0.39;0.00;0.39;0.00;0.00;99.23
4fbe986;1;2022-04-01 12:49:59 UTC;-1;0.38;0.00;0.38;0.00;0.00;99.23
4fbe986;1;2022-04-01 12:50:00 UTC;-1;0.51;0.00;0.26;0.00;0.00;99.23
4fbe986;1;2022-04-01 12:50:01 UTC;-1;0.38;0.00;0.26;0.00;0.00;99.36
4fbe986;1;2022-04-01 12:50:02 UTC;-1;0.64;0.00;0.38;0.00;0.00;98.98
4fbe986;1;2022-04-01 12:50:03 UTC;-1;0.76;0.00;0.38;0.13;0.00;98.74
4fbe986;1;2022-04-01 12:50:04 UTC;-1;1.88;0.00;1.00;0.00;0.00;97.12
4fbe986;1;2022-04-01 12:50:05 UTC;-1;0.25;0.00;0.38;0.00;0.00;99.37
4fbe986;1;2022-04-01 12:50:06 UTC;-1;0.89;0.00;0.89;0.00;0.00;98.22
4fbe986;1;2022-04-01 12:50:07 UTC;-1;0.38;0.00;0.88;0.00;0.00;98.74
4fbe986;1;2022-04-01 12:50:08 UTC;-1;0.38;0.00;0.76;0.00;0.00;98.87
4fbe986;1;2022-04-01 12:50:09 UTC;-1;0.62;0.00;2.34;0.00;0.00;97.04
4fbe986;1;2022-04-01 12:50:10 UTC;-1;0.62;0.00;2.49;0.00;0.00;96.89
4fbe986;1;2022-04-01 12:50:11 UTC;-1;0.62;0.00;3.88;0.00;0.00;95.50
4fbe986;1;2022-04-01 12:50:12 UTC;-1;1.12;0.00;3.61;0.00;0.00;95.27
4fbe986;1;2022-04-01 12:50:13 UTC;-1;1.12;0.00;3.62;0.00;0.00;95.26
4fbe986;1;2022-04-01 12:50:14 UTC;-1;1.13;0.00;3.76;0.00;0.00;95.11
